iter	Logloss
317	0.00253838447
318	0.002538383424
319	0.002520162041
320	0.002520158519
321	0.002520152483
322	0.002492853453
323	0.00249284987
324	0.00249284987
325	0.002485113705
326	0.002485110761
327	0.002463423014
328	0.002463416495
329	0.002457837888
330	0.002455511077
331	0.002455507038
332	0.002442413997
333	0.002430659516
334	0.0024094742
335	0.002403754147
336	0.002399452041
337	0.002399450115
338	0.002392290213
339	0.002392290213
340	0.00239228941
341	0.002366659333
342	0.002362101414
343	0.002362098841
344	0.002340534023
345	0.002321836158
346	0.002321833201
347	0.002321830142
348	0.002321830142
349	0.002314232629
350	0.002291524085
351	0.002291522618
352	0.002271108811
353	0.002271108811
354	0.002271108811
355	0.002256938439
356	0.002256938439
357	0.002256933448
358	0.002256933448
359	0.002240795158
360	0.002237891831
361	0.002237829326
362	0.002237828407
363	0.002237828407
364	0.002231442455
365	0.002220989183
366	0.002218275053
367	0.00221827273
368	0.00221827273
369	0.002211857178
370	0.002208016611
371	0.002205608479
372	0.002205607126
373	0.002205605974
374	0.002205605421
375	0.002205602187
376	0.002205601164
377	0.002202178052
378	0.002202177389
379	0.002202177389
380	0.002202177389
381	0.00220217672
382	0.002202176063
383	0.002202174635
384	0.002191779593
385	0.002191779593
386	0.002191779593
387	0.002191777758
388	0.002191777156
389	0.002191777156
390	0.002191777156
391	0.002191777156
392	0.00219177424
393	0.002191772069
394	0.002184260698
395	0.00218426023
396	0.002184257152
397	0.002184256615
398	0.002184256615
399	0.002184253308
400	0.002184253308
401	0.00217922395
402	0.002167631235
403	0.002167628204
404	0.002156673156
405	0.002156672233
406	0.002156670958
407	0.002156669364
408	0.002135896079
409	0.002131895969
410	0.002131890527
411	0.002128390849
412	0.002128390849
413	0.002128390118
414	0.002128390118
415	0.002128388556
416	0.002115086187
417	0.002115086187
418	0.002115084362
419	0.002100151765
420	0.002100148174
421	0.002088164155
422	0.002088162247
423	0.00208815941
424	0.002088157115
425	0.00208815514
426	0.002088150839
427	0.002088150839
428	0.002088150839
429	0.002084538352
430	0.00208453604
431	0.002084535231
432	0.002076523772
433	0.002076522666
434	0.002076521149
435	0.002076521149
436	0.002076519066
437	0.002076518458
438	0.00207651614
439	0.002076514768
440	0.002076513396
441	0.002076511314
442	0.002071180223
443	0.00207116615
444	0.002071165102
445	0.002071164486
446	0.002071161766
447	0.002064710776
448	0.002064708349
449	0.002048877839
450	0.002048876549
451	0.002048876549
452	0.002048876549
453	0.002048874707
454	0.00204887298
455	0.002048871804
456	0.00204887024
457	0.002048864941
458	0.002048861129
459	0.002048861129
460	0.002047321426
461	0.002047321426
462	0.002047318925
463	0.002047317757
464	0.002047316461
465	0.002047316461
466	0.002047316461
467	0.002047316461
468	0.002047316461
469	0.002039904945
470	0.00203990442
471	0.002039903993
472	0.00203700072
473	0.00203700072
474	0.00203700072
475	0.002036998249
476	0.002036998249
477	0.002036998249
478	0.002036996187
479	0.002036996187
480	0.002036996187
481	0.002036996187
482	0.00203699536
483	0.002036992304
484	0.00203699033
485	0.002036989093
486	0.002036984147
487	0.002036983641
488	0.002036983641
489	0.002036983641
490	0.002036982894
491	0.002036982894
492	0.002036981832
493	0.002036980567
494	0.002036979699
495	0.002036977829
496	0.002036972893
497	0.002036972893
498	0.002036972893
499	0.002036972893
500	0.002036967958
501	0.002036964116
502	0.002036963272
503	0.002036962036
504	0.002036960397
505	0.00203695916
506	0.00203695916
507	0.002036958278
508	0.00203695641
509	0.002036955173
510	0.002036953306
511	0.002017263625
512	0.002017263
513	0.002017262437
514	0.002017262005
515	0.001995251854
516	0.001995249955
517	0.001995247401
518	0.001995246122
519	0.001995244844
520	0.001995243791
521	0.001995243791
522	0.001995243791
523	0.00197747219
524	0.001977471424
525	0.001977470233
526	0.001977465198
527	0.00197746317
528	0.00197746317
529	0.00197746317
530	0.00197746317
531	0.001977462766
532	0.001977462766
533	0.001977462766
534	0.00197746115
535	0.001977459978
536	0.001977459978
537	0.001977459234
538	0.00197745834
539	0.001977457518
540	0.001977456525
541	0.001977456073
542	0.00197745235
543	0.00197745235
544	0.00197745235
545	0.001977448509
546	0.001977447885
547	0.001977447561
548	0.001977447044
549	0.001977446553
550	0.00196495438
551	0.00196495438
552	0.001964951796
553	0.001964950517
554	0.001964950001
555	0.001964949538
556	0.001964949122
557	0.001964947879
558	0.001964947879
559	0.001964945767
560	0.001964944747
561	0.001964943504
562	0.001964942003
563	0.001964941606
564	0.001964940345
565	0.00196493983
566	0.00196493934
567	0.001964938714
568	0.001964938199
569	0.001964937249
570	0.001964937249
571	0.001964936623
572	0.001964935453
573	0.001964934994
574	0.001964931467
575	0.001964929552
576	0.001964929552
577	0.001964929552
578	0.001964929084
579	0.001964926984
580	0.001964926469
581	0.00196492602
582	0.001964925394
583	0.001964924152
584	0.0019649234
585	0.0019649234
586	0.001964921787
587	0.001964920871
588	0.001964920871
589	0.001964920871
590	0.001964919629
591	0.001964918612
592	0.001964915297
593	0.001964915297
594	0.001964914671
595	0.001964914671
596	0.001964914671
597	0.00196491323
598	0.00196491323
599	0.001964909696
600	0.001964908455
601	0.001964906398
602	0.001964906398
603	0.001964906398
604	0.001964906398
605	0.001964905585
606	0.001964905585
607	0.001964904959
608	0.001964904959
609	0.001964903991
610	0.001964903991
611	0.001964902945
612	0.00196490232
613	0.001964901694
614	0.001964899639
615	0.00196489718
616	0.00196489718
617	0.001964895405
618	0.001964894992
619	0.001964894992
620	0.001964894234
621	0.001964892229
622	0.001964891419
623	0.001964890931
624	0.001964888876
625	0.001964888037
626	0.001964888037
627	0.001964887073
628	0.001964885019
629	0.001964882008
630	0.001964876602
631	0.001964875813
632	0.001964873857
633	0.001964872007
634	0.00196487102
635	0.00196487102
636	0.001964870242
637	0.001964870242
638	0.001964869375
639	0.001964868508
640	0.001964867795
641	0.001964866902
642	0.001964866902
643	0.001964864425
644	0.001964863613
645	0.001964862746
646	0.001964862396
647	0.001964861529
648	0.001964859597
649	0.00196485797
650	0.00196485797
651	0.001964855262
652	0.00196485475
653	0.001964853941
654	0.001964853372
655	0.001964852467
656	0.00196485063
657	0.001964849615
658	0.001964847513
659	0.001964847513
660	0.001964845614
661	0.001964845614
662	0.001964844713
663	0.001964842239
664	0.001964840842
665	0.001964839977
666	0.001964837479
667	0.001964835581
668	0.001964835069
669	0.001964834606
670	0.001964834094
671	0.001964832513
672	0.001964832111
673	0.001964831599
674	0.001964830792
675	0.001964830067
676	0.001964829555
677	0.001964827732
678	0.001964822747
679	0.001964820925
680	0.001964820925
681	0.001964817081
682	0.001964817081
683	0.001964816275
684	0.001964814767
685	0.001964812871
686	0.001964812381
687	0.001964810491
688	0.001964810491
689	0.001964809265
690	0.00196480737
691	0.001964802933
692	0.001964802933
693	0.001964801305
694	0.001964799407
695	0.001964799407
696	0.001964798529
697	0.001964797906
698	0.001964797407
699	0.001964794817
700	0.001964794817
701	0.001964794092
702	0.001964793161
703	0.001964792139
704	0.001964791786
705	0.001964790187
706	0.00196478926
707	0.001964788238
708	0.0019647862
709	0.0019647862
710	0.001964785776
711	0.001964785776
712	0.001964784755
713	0.001964783923
714	0.001964783485
715	0.001964782791
716	0.001964782791
717	0.001964782382
718	0.001964781941
719	0.001964781941
720	0.001964780978
721	0.001964780073
722	0.001964778404
723	0.001964777433
724	0.001964776948
725	0.001964775974
726	0.001964774404
727	0.001964770476
728	0.001964769632
729	0.001964769632
730	0.001964768959
731	0.001964765395
732	0.001964763727
733	0.001964762781
734	0.001964761094
735	0.001964760133
736	0.001964760133
737	0.001964758676
738	0.001964758257
739	0.001964756635
740	0.001964756635
741	0.001964756169
742	0.001964756169
743	0.001964755715
744	0.001964754876
745	0.001964754876
746	0.001964752361
747	0.001964752361
748	0.001964751432
749	0.001964750328
750	0.001964749953
751	0.001964748725
752	0.001964747815
753	0.001964746593
754	0.001964745729
755	0.001964744803
756	0.001964743438
757	0.001964742702
758	0.001964741939
759	0.001964741109
760	0.001964739345
761	0.001964738877
762	0.001964738052
763	0.001964738052
764	0.001964737256
765	0.001964736346
766	0.001964735472
767	0.001964734817
768	0.001964734463
769	0.001964734463
770	0.001964733644
771	0.001964732717
772	0.001964730745
773	0.001964730745
774	0.001964730745
775	0.001964730275
776	0.001964729923
777	0.001964729923
778	0.001964728998
779	0.001964728173
780	0.001964728173
781	0.001964727249
782	0.00196472675
783	0.00196472675
784	0.001964725888
785	0.001964724967
786	0.001964724151
787	0.001964723289
788	0.00196472238
789	0.00196472238
790	0.001964720606
791	0.001964717576
792	0.001964715815
793	0.001964715346
794	0.00196471439
795	0.001964712812
796	0.001964709841
797	0.001964708916
798	0.001964707989
799	0.001964706217
800	0.001964705742
801	0.001964705256
802	0.001964704306
803	0.001964703977
804	0.001964703977
805	0.001964703977
806	0.001964702093
807	0.001964700168
808	0.001964699339
809	0.001964696739
810	0.0019646958
811	0.001964695045
812	0.001964695045
813	0.001964692
814	0.001964691545
815	0.001964691545
816	0.001964691055
817	0.001964691055
818	0.001964689655
819	0.001964688173
820	0.001964686298
821	0.001964686298
822	0.001964685835
823	0.001964684898
824	0.0019646845
825	0.001964683686
826	0.001964682814
827	0.001964681348
828	0.001964680401
829	0.001964677762
830	0.001964676825
831	0.001964674953
832	0.001964674953
833	0.001964674101
834	0.001964672228
835	0.001964671415
836	0.001964670462
837	0.001964670462
838	0.001964669014
839	0.001964668184
840	0.001964666474
841	0.001964664757
842	0.001964663421
843	0.001964662473
844	0.00196465929
845	0.001964657068
846	0.001964657068
847	0.001964655763
848	0.001964655763
849	0.001964652023
850	0.001964651598
851	0.001964651598
852	0.001964651598
853	0.001964651598
854	0.001964651598
855	0.001964649728
856	0.001964649728
857	0.00196464931
858	0.00196464931
859	0.001964648936
860	0.001964648006
861	0.001964648006
862	0.001964647552
863	0.00196464667
864	0.00196464667
865	0.001964643031
866	0.00196464043
867	0.001964636135
868	0.001964634188
869	0.001964633728
870	0.001964632792
871	0.001964630762
872	0.001964628884
873	0.001964627217
874	0.001964626282
875	0.001964626282
876	0.001964626282
877	0.001964624418
878	0.001964622716
879	0.001964622716
880	0.001964622716
881	0.001964620848
882	0.001964619524
883	0.001964617656
884	0.001964617157
885	0.001964613897
886	0.00196461203
887	0.001964611102
888	0.00196460742
889	0.001964604818
890	0.001964602886
891	0.001964601064
892	0.001964600658
893	0.001964599009
894	0.00196459638
895	0.001964595448
896	0.001964595448
897	0.001964594482
898	0.001964593042
899	0.001964591176
900	0.001964590241
901	0.001964588432
902	0.001964586736
903	0.001964586736
904	0.001964585844
905	0.001964583913
906	0.001964582954
907	0.001964581146
908	0.00196458073
909	0.001964580264
910	0.001964579332
911	0.001964578403
912	0.001964574675
913	0.001964573863
914	0.001964572101
915	0.001964570407
916	0.001964568582
917	0.001964566644
918	0.001964566177
919	0.001964564482
920	0.001964564482
921	0.001964564482
922	0.00196456263
923	0.001964562163
924	0.001964560356
925	0.001964556703
926	0.001964556703
927	0.001964554943
928	0.001964553979
929	0.001964553286
930	0.001964553286
931	0.00196455257
932	0.00196455257
933	0.00196455257
934	0.001964550877
935	0.001964549184
936	0.001964547409
937	0.001964545716
938	0.001964544095
939	0.001964544095
940	0.001964544095
941	0.001964542469
942	0.001964540635
943	0.001964538861
944	0.001964537176
945	0.001964537176
946	0.001964536725
947	0.00196453579
948	0.00196453579
949	0.00196453579
950	0.001964531899
951	0.001964531449
952	0.001964531449
953	0.001964530519
954	0.001964530519
955	0.001964529557
956	0.00196452915
957	0.001964527265
958	0.001964527265
959	0.001964525629
960	0.001964525215
961	0.001964524808
962	0.001964524808
963	0.001964524402
964	0.001964524402
965	0.001964523471
966	0.00196452302
967	0.001964522092
968	0.001964521641
969	0.001964519697
970	0.001964519247
971	0.001964517563
972	0.001964517563
973	0.001964516659
974	0.00196451328
975	0.001964512346
976	0.001964512346
977	0.001964511878
978	0.00196451142
979	0.00196451142
980	0.001964511063
981	0.001964510125
982	0.001964506464
983	0.001964506464
984	0.001964505975
985	0.001964502731
986	0.001964499454
987	0.001964499454
988	0.001964497736
989	0.0019644968
990	0.0019644968
991	0.001964495972
992	0.001964495972
993	0.001964495522
994	0.001964495522
995	0.001964495522
996	0.001964494126
997	0.001964494126
998	0.001964494126
999	0.001964494126
